Unique-id,namea,OffTask,Avgright,Avgbug,Avgtime,AvgtimeSDnormed,Avgtimelast5SDnormed,Avgnotright,Avghowmanywrong-up,Avgwrongpct-up,Avgtimeperact-up,AvgPrev5Count-up,Avg recent5wrong,Avgmanywrong-up
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-43,stuZq83gfs,N,0.5,0,7,-0.237558036,8.837032782,0.5,0.5,1,28.83333333,0,1.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-44,stuZes44g9,N,0.333333333,0,9.666666667,-0.213946768,-1.28556285,0.666666667,3,0,6.85,2.333333333,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-45,stuZa9ykl0,N,1,0,10,-0.152299876,1.656837437,0,0,0,11,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-46,stuZcao8a9,N,0,0,7.75,-0.130944293,-0.882897418,1,18.5,2.5,7.153571429,3,3,0.5
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-47,stuZbesazn,Y,1,0,9,-0.268292683,0.753502021,0,0,0,9,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-48,stuZnt8mrw,N,1,0,25,0.308950017,2.564733433,0,0,0,17.57142857,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-50,stuZ3ilopc,N,0.5,0,10,0.064719869,-1.999347228,0.5,0.5,0.5,10.25,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-51,stuZmwzvdx,N,0.666666667,0.333333333,8.666666667,-0.361768295,-1.89002705,0.333333333,0.666666667,0.333333333,12.1,0.333333333,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-52,stuZc0q0x3,N,0.5,0,39,2.23047176,-1.645402732,0.5,0.5,0,39,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-54,stuZy39wrp,N,0.666666667,0,8,-0.390496355,-1.782475028,0.333333333,7,4,6.085823755,1,1.666666667,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-56,stuZy9ooyh,N,1,0,8,0.403496741,0.018957733,0,0,0,12.8,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-59,stuZetcek4,N,1,0,38,1.77654321,5.645343509,0,0,0,34,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-60,stuZz2gmhc,N,1,0,4.166666667,-0.444068623,-1.933483671,0,0,0,8.733333333,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-61,stuZ7pe2qa,N,1,0,7,-0.211342965,0.294937473,0,0,0,11.08333333,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-62,stuZq83gfs,N,0.75,0,5.75,-0.21102674,3.711043852,0.25,0.25,0.25,15.66220238,3.5,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-63,stuZes44g9,N,0,0,7.4,-0.637614132,-3.258073101,1,3.8,1.4,9.580974026,2.8,2.6,0.6
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-64,stuZa9ykl0,N,1,0,5,-0.24351357,-0.513628024,0,0.2,0,6.773333333,0,1.4,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-66,stuZbesazn,N,1,0,5,-0.441632653,-1.063129786,0,2,0,14.33333333,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-67,stuZnt8mrw,N,1,0,39,2.179352908,12.05910338,0,0,0,23,0,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-69,stuZ3ilopc,N,1,0,8,-0.15148168,-0.795386726,0,0.5,0,9.0625,1,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-7,stuZa9ykl0,N,1,0,24,0.456368628,0,0,0,0,24,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-70,stuZmwzvdx,N,1,0,6.333333333,-0.390217711,-2.436171081,0,0,0,6.341269841,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-71,stuZc0q0x3,N,0.5,0.5,10,0.105491643,-1.306471957,0.5,1,0.5,4.95,0.5,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-73,stuZy39wrp,N,0,0,23,0.090909091,0.914334838,1,2,13,4.297297297,1,4,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-74,stuZz7hnu0,N,1,0,20,0.551546392,1.935603171,0,0,0,19.5,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-75,stuZy9ooyh,N,0,0,10.5,0.45045045,1.301986398,1,3.5,0.5,10.5,2.5,2.5,0.5
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-77,stuZq7c6ht,N,0.75,0,6.5,-0.493959503,-0.600560033,0.25,1,1.25,6.591666667,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-78,stuZetcek4,N,1,0,32,1.125212465,4.730878674,0,0,0,38.5,0,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-79,stuZz2gmhc,N,1,0,9,-0.628042254,-1.198671808,0,0.333333333,0,8.738888889,0.333333333,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-8,stuZcao8a9,N,1,0,3.5,-0.402179777,-0.655057325,0,0,0,4.291666667,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-80,stuZ7pe2qa,N,1,0,18,0.341446573,12.71890787,0,0,0,21,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-81,stuZq83gfs,N,0.666666667,0,1.666666667,-0.535964146,11.66567018,0.333333333,1.333333333,1.333333333,2.407407407,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-82,stuZes44g9,N,0.6,0,2.2,-0.664424547,-2.19613402,0.4,4,0,4.354493464,2.4,2.4,0.6
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-83,stuZa9ykl0,N,1,0,29,0.800658778,-2.25956893,0,1,0,18,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-85,stuZbesazn,N,1,0,4,0,-2.397047671,0,0,0,5,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-86,stuZnt8mrw,N,0,1,52,2.741269134,7.796577395,1,1,3,52.8,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-88,stuZ3ilopc,N,0.666666667,0.333333333,7.666666667,-0.369800808,-0.386070388,0.333333333,0.333333333,0.666666667,7.611111111,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-89,stuZmwzvdx,N,1,0,3.25,-0.502711988,-2.249934144,0,1.25,0,3.961616162,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-9,stuZbesazn,N,0.8,0.2,4.6,-0.427734724,-2.01141305,0.2,0.4,0.2,3.376666667,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-90,stuZc0q0x3,N,1,0,5,-0.131914894,0.556122616,0,0,0,7.2,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-92,stuZy39wrp,N,0.5,0.5,6.5,0.196808511,0.675878589,0.5,1,0.5,5,0.5,1.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-93,stuZz7hnu0,N,1,0,-1,-1,-1.36904214,0,0,0,7,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-1,stuZu7hfhw,N,1,0,8.75,-0.439864368,-2.144496906,0,5.75,0,11.125,0.5,0.75,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-10,stuZy5vvzo,N,1,0,8.333333333,-0.148164802,0.59467231,0,0,0,9.357142857,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-13,stuZw5vc19,N,0,1,13,0.182427238,0.544045777,1,2,6,13.93333333,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-14,stuZx59mub,N,1,0,8,-0.541818182,2.017455709,0,1,0,8,1,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-16,stuZqof4gv,N,1,0,8.5,-0.238525448,-1.383556771,0,1.5,0,11.2,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-17,stuZzwgcq9,N,1,0,25,0.305657851,1.395521511,0,5,0,19,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-18,stuZxtsjjl,N,1,0,14.5,0.454333454,-1.887602734,0,0,0,12.18333333,0,1.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-19,stuZcqzzcc,N,1,0,9,0.272727273,3.012836801,0,0,0,9,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-20,stuZdzt2zw,N,1,0,19,0.412049025,-0.234006571,0,1,0,18.6,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-21,stuZ6dkan1,N,0.75,0,8,-0.106510175,1.683712562,0.25,0.25,0.75,7.803174603,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-22,stuZp2z1xx,N,0.75,0,4.75,-0.353507107,-1.941307713,0.25,4,0,11.2452381,0.5,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-23,stuZa66jjy,N,1,0,13,0.103753075,0.20484557,0,0,0,17.125,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-24,stuZvj7632,N,0.8,0,5.2,-0.560958401,-2.146278703,0.2,0.6,0.4,8.666969697,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-26,stuZu7hfhw,N,1,0,3.666666667,-0.569936544,-2.545582692,0,0.666666667,0,7.131907308,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-28,stuZf5hc3l,N,0.5,0.5,7,0,1.058725714,0.5,0.5,1,10.16666667,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-29,stuZchrz7k,N,1,0,16.5,-0.242331505,-1.390241714,0,0,0,23.11111111,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-30,stuZ4yabys,N,1,0,4,-0.318181818,-2.224092212,0,0,0,6.666666667,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-31,stuZlawq0v,N,1,0,19,0.464682941,0.967192761,0,1,0,10.18181818,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-32,stuZz2vfqg,N,1,0,1.5,-0.649342765,-1.335149095,0,0,0,14.75,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-34,stuZbju6cm,N,1,0,26,1.358888356,-0.726541865,0,1,0,9.928571429,1,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-35,stuZy5vvzo,N,1,0,6,-0.251476091,-2.809340332,0,0.666666667,0,11.33333333,0.666666667,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-38,stuZw5vc19,N,1,0,14,0.736076267,-1.283229181,0,2,0,8.357142857,0,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-39,stuZx59mub,N,1,0,51,-0.133333333,-1.391633354,0,0,0,35.75,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-4,stuZchrz7k,N,0.5,0,35,1.97575359,2.685707623,0.5,0.5,0.5,35.25,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-41,stuZqof4gv,N,1,0,9.5,-0.261935202,-0.475423261,0,2,0,9.666666667,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-42,stuZzwgcq9,Y,1,0,29,1.368325901,8.273594563,0,2,0,39.18181818,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-43,stuZxtsjjl,N,1,0,12.5,0.082456398,1.059154146,0,0,0,11.875,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-44,stuZcqzzcc,N,0,0,2.5,-0.633039618,-3.182970525,1,34.25,29.125,6.872097172,4.375,3.75,0.875
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-45,stuZdzt2zw,N,1,0,6.5,0.003602077,1.51047257,0,2.5,0,10.43706294,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-46,stuZ6dkan1,N,1,0,11.5,-0.262963021,-0.492635024,0,0,0,25.91071429,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-47,stuZp2z1xx,Y,1,0,39,2.494649417,-1.899154195,0,4,0,12.75,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-48,stuZa66jjy,N,0.333333333,0,5.333333333,-0.410612245,2.556020972,0.666666667,3.666666667,0,8.975989783,3,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-49,stuZvj7632,N,1,0,27,0.803210576,0.439840461,0,0,0,15.8,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-5,stuZ4yabys,N,1,0,6,-0.056179775,-2.501252962,0,0,0,6.625,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-53,stuZf5hc3l,N,1,0,21,1.201855496,2.881008677,0,2,0,14.42857143,2,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-54,stuZchrz7k,N,0,0,3,-0.796363636,-1.23156095,1,2.5,2,14.86538462,1.5,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-55,stuZ4yabys,N,0,0,15,0.026710516,-1.608479158,1,1.5,2.5,17.44090909,0.5,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-57,stuZz2vfqg,N,0.666666667,0,8.333333333,-0.31446382,-2.484869357,0.333333333,1.666666667,5.666666667,10.84587814,0.333333333,0.666666667,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-59,stuZbju6cm,N,1,0,13,0.034364261,0.84485263,0,2,0,13,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-6,stuZlawq0v,N,0.666666667,0,8,0.025173744,-1.735780715,0.333333333,4.333333333,2.666666667,5.555555556,0,2.333333333,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-60,stuZy5vvzo,N,0,0,6,-0.52071522,1.12778779,1,4.5,0,15.11538462,2.5,3,0.5
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-64,stuZx59mub,N,1,0,19,0.412049025,-0.552407894,0,0,0,19,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-67,stuZzwgcq9,N,0,0,205,13.54153663,40.30004678,1,2,2,41.5,1,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-68,stuZxtsjjl,N,1,0,5.666666667,-0.21904679,-1.088126508,0,0,0,7.479365079,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-7,stuZz2vfqg,N,1,0,8,0,-0.945023373,0,0,0,17,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-70,stuZdzt2zw,N,1,0,10.5,-0.141269187,-0.506570567,0,1,0,8.958823529,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-71,stuZ6dkan1,N,1,0,15,0.182130584,-0.655577045,0,0,0,26.625,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-72,stuZp2z1xx,N,0.333333333,0.333333333,6.666666667,-0.19379945,-1.072825601,0.666666667,2.666666667,7.666666667,7.777777778,0,0.333333333,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-74,stuZvj7632,N,0,0,5.75,-0.661031135,-1.172274039,1,5.5,2,6.857463768,4.25,2.75,0.75
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-75,stuZ75arc5,N,0,0,23,0.722728702,9.076373539,1,3,0,23.81818182,2,3,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-76,stuZu7hfhw,N,0,0,14,-0.384375375,-1.5525021,1,35,16,20.63911383,5,3,0.666666667
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-78,stuZf5hc3l,N,0,0,9.666666667,-0.099103057,-0.458398786,1,6,1.666666667,12.16720085,4.666666667,1.666666667,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-8,stuZtw1yyx,N,0,0,11,-0.05266964,-0.644086232,1,1.5,4.5,17.88392857,0.5,1.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-80,stuZ4yabys,N,1,0,17.66666667,0.528616286,-1.102240973,0,6.333333333,0,10.17821068,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-81,stuZlawq0v,N,1,0,11,-0.227195467,0.680272224,0,0,0,19.83333333,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-82,stuZz2vfqg,N,1,0,8.75,-0.386737293,-1.358887026,0,3.5,0,8.983516484,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-83,stuZtw1yyx,N,0,0,6.666666667,-0.359936991,15.29324294,1,14,8.333333333,20.979439,4,3.666666667,1
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-84,stuZbju6cm,N,1,0,10,-0.172609073,-2.168762372,0,1.5,0,9.890909091,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-85,stuZy5vvzo,N,0,0.5,11,0.013509061,13.36055811,1,2.5,4.5,26.14375,0.5,2.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-89,stuZx59mub,N,0,0,26,1.280395387,2.179022515,1,22,18,16.93548387,5,3,1
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-90,stuZ42oy6x,N,1,0,22,0.954063786,-2.675058243,0,0,0,21.5,0,0.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-91,stuZqof4gv,N,1,0,11,0.411612267,3.759630051,0,0,0,12.59992888,2,0.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-94,stuZcqzzcc,N,0,0,10,-0.194424382,11.58084937,1,2,10,11.05263158,1,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-95,stuZdzt2zw,N,1,0,6.75,-0.30531933,-0.546324854,0,0.5,0,10.87505972,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-98,stuZa66jjy,N,0.5,0,11,0.159393294,-1.671627576,0.5,1,4,11.22727273,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-99,stuZvj7632,N,1,0,5,-0.383142292,-1.166927192,0,1,0,9.868421053,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-1,stuZ69b5pz,N,0.5,0.5,19.5,0.551542897,2.421870767,0.5,1.5,1,24.89285714,0,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-10,stuZtp0ofb,N,1,0,11.5,1.191713073,2.710543021,0,0.5,0,16.48571429,0,0.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-102,stuZwuemo0,N,0,0,28,1.252760252,-1.271293375,1,11,12,8.454545455,5,4,1
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-105,stuZ7qe7sr,N,0.75,0,6.5,-0.365137453,-2.231585435,0.25,1,0.25,8.198863636,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-107,stuZtlf5qy,N,1,0,6.5,-0.341871978,-0.012460442,0,3.5,0,8.930769231,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-11,stuZs5hpzl,N,0.333333333,0,7,-0.364129418,-0.566691162,0.666666667,5.666666667,0,7.220833333,2,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-112,stuZd2qlst,N,0.25,0.25,7,-0.357133448,-1.56468186,0.75,13.25,1.25,4.2875,5,3,1
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-113,stuZ4epbt4,N,1,0,10.2,-0.323929455,-2.245237799,0,0.8,0,8.327264239,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-116,stuZo1so4d,N,0.75,0,5,-0.503213259,-1.158590085,0.25,0.5,0.75,5.607026144,0.25,0.75,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-119,stuZqf7gvd,N,0.666666667,0,7.333333333,0.277574432,-1.900684584,0.333333333,0.333333333,3.333333333,4.683333333,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-12,stuZkdgidj,N,1,0,3,-0.684223213,-1.35742072,0,1,0,21,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-14,stuZwuemo0,N,0,0,2,-0.759696835,-0.32129505,1,4,4,10.33333333,2,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-15,stuZfmanf0,N,1,0,6.5,-0.000563528,-0.145195261,0,0,0,6.2875,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-16,stuZvizcv6,N,1,0,3.5,-0.560872166,4.846997432,0,3,0,12.32142857,0.5,0.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-17,stuZ7qe7sr,N,1,0,9.5,0.040370098,0.272355808,0,0.5,0,10.32142857,0.5,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-19,stuZtlf5qy,N,0.5,0,8.5,-0.1390625,-1.504583518,0.5,1,0.5,9,0.5,0.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-20,stuZocjg15,N,1,0,7,0.380743435,-0.28253818,0,0,0,15.66666667,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-21,stuZdelokc,N,1,0,20,-0.156205924,-0.549097854,0,0.5,0,20.53571429,0.5,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-23,stuZ69b5pz,N,0.5,0,57.5,3.429231648,20.46487141,0.5,0.5,0.5,31,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-24,stuZd2qlst,N,1,0,15.5,0.438330035,2.224422547,0,0,0,12.13888889,0.5,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-25,stuZ4epbt4,N,1,0,11,0.238937552,-0.392494015,0,2.333333333,0,9.395126706,0.666666667,1.666666667,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-26,stuZc3wba9,N,1,0,8.333333333,-0.092559443,-2.175590491,0,1.333333333,0,9.615384615,0,0.333333333,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-27,stuZugulvw,N,1,0,8,-0.104158416,-0.394040006,0,0,0,15.575,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-29,stuZ7ftk3h,N,0,0.5,12,0.003597998,-0.113238907,1,2.5,1.5,12.56666667,1,4,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-3,stuZ4epbt4,N,0.5,0.5,10.5,0.070204082,-0.845660068,0.5,2,1,4.761363636,1.5,1.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-30,stuZluy8fm,N,0.5,0,18,0.552060432,-0.13286948,0.5,1,1,10.7875,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-31,stuZqf7gvd,N,1,0,13,-0.227637818,-1.264116507,0,0,0,8.2,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-32,stuZtp0ofb,N,1,0,10,0.067879098,-1.040959589,0,0,0,9,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-35,stuZkfw2fn,N,1,0,13,0.024390244,-1.237530813,0,0,0,13,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-36,stuZwuemo0,N,1,0,4.5,-0.412318487,-0.502504874,0,0,0,23.1,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-39,stuZ7qe7sr,N,1,0,9,0.201565544,-0.810005847,0,0,0,9.3,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-40,stuZ6pc8ea,Y,0,0,4,-0.620199628,0,1,2,0,4,1,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-41,stuZtlf5qy,N,1,0,17,-0.26125045,9.141813955,0,1,0,37.33333333,1,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-42,stuZocjg15,N,1,0,21,0.281604393,1.09805645,0,0,0,13.90909091,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-43,stuZdelokc,N,0,1,7,-0.533962039,1.20158734,1,7,3,22.33333333,2,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-45,stuZ69b5pz,N,1,0,9.5,0.088012253,-0.787158721,0,0.25,0,22.625,0,0.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-46,stuZd2qlst,N,0.666666667,0,7,0.395671976,1.151749967,0.333333333,7.666666667,0,7.283333333,1.333333333,3,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-47,stuZ4epbt4,N,1,0,20,0.112293773,-2.116942534,0,0,0,19.1,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-48,stuZc3wba9,N,0.833333333,0,3,-0.759460213,-3.315787448,0.166666667,8.333333333,3.166666667,5.631613757,1.666666667,1.666666667,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-49,stuZugulvw,N,1,0,48,0.460704607,0.075489205,0,0,0,28.22222222,0,3,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-5,stuZugulvw,N,0.666666667,0,6.333333333,-0.326333518,-2.0441835,0.333333333,1,3.666666667,10,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-52,stuZluy8fm,N,0.5,0,20.5,0.764360826,-0.139707525,0.5,1.5,3.5,7.833333333,0.5,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-53,stuZqf7gvd,N,0,1,13,-0.184433568,-2.085994972,1,1,1,13,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-54,stuZtp0ofb,N,1,0,5,-0.41427541,-1.991108631,0,1.25,0,8.10375817,0,0.75,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-56,stuZkdgidj,N,1,0,5,-0.406023454,3.709843422,0,0.75,0,12.12257576,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-57,stuZkfw2fn,N,0.333333333,0.333333333,9.333333333,-0.192597514,2.103720254,0.666666667,1,1,31.02424242,0.333333333,1.666666667,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-58,stuZwuemo0,N,1,0,6.333333333,-0.487803068,-1.975318436,0,2,0,12.37089947,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-6,stuZo1so4d,N,0.666666667,0,7.333333333,-0.331119133,-2.669608747,0.333333333,6.666666667,0,6.982570806,3.333333333,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-61,stuZ7qe7sr,N,1,0,39,3.831427734,-1.648910537,0,0,0,9.25,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-64,stuZocjg15,N,1,0,17,1.149639815,14.33872231,0,0,0,28.75,0,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-65,stuZdelokc,N,1,0,14.5,0.349680707,-0.182568354,0,0,0,9.890909091,0,0,0
