Unique-id,namea,OffTask,Avgright,Avgbug,Avgtime,AvgtimeSDnormed,Avgtimelast5SDnormed,Avgnotright,Avghowmanywrong-up,Avgwrongpct-up,Avgtimeperact-up,AvgPrev5Count-up,Avg recent5wrong,Avgmanywrong-up
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-28,stuZcqzzcc,N,0.5,0.5,8.5,-0.244903684,3.726694079,0.5,3,0.5,21,1.5,1.5,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-3,stuZa66jjy,N,1,0,11,-0.121190235,3.02682644,0,1,0,28.625,1,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-30,stuZnhvc86,Y,0,0,0,-0.958958358,-0.24049632,1,17,0,7.391304348,2,2,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-31,stuZ6dkan1,N,1,0,10.5,0.196646704,9.767868112,0,0,0,21.65,0,1.5,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-32,stuZqof4gv,N,1,0,11,0.257935103,-1.940343368,0,0,0,12.23076923,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-34,stuZx59mub,N,1,0,3,-0.466343454,1.083416759,0,0,0,5.445512821,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-35,stuZw5vc19,N,0,0,7.666666667,0.607301733,-0.036367694,1,5,0.333333333,3.232323232,1,0.666666667,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-37,stuZz2vfqg,N,0.5,0,4,-0.073319756,-0.847562023,0.5,1,0,3.635135135,0,0.5,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-38,stuZtw1yyx,Y,1,0,29,-0.458239278,36.59041952,0,1,0,29,1,3,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-39,stuZbju6cm,N,1,0,6,-0.189831075,-1.638023031,0,2,0,4.116071429,0.5,2,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-4,stuZcqzzcc,N,1,0,39,2.484521238,2.789179279,0,0,0,20.5,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-44,stuZ4yabys,N,1,0,41,3.997521071,8.115366022,0,0,0,41,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-45,stuZchrz7k,N,0.5,0,14.5,0.401934487,0.058407508,0.5,3,4.5,12.5,1,2,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-46,stuZf5hc3l,N,1,0,10.5,-0.180044613,1.004332449,0,0.5,0,16.33712121,0,1.5,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-49,stuZ75arc5,N,1,0,5,-0.392788361,-0.27277948,0,0.75,0,3.891544118,0,0.75,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-54,stuZnhvc86,N,1,0,12,-0.347171075,-0.76023778,0,4,0,7.333333333,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-55,stuZ6dkan1,N,1,0,16,0.020373307,-0.334110733,0,5,0,26.5,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-58,stuZx59mub,N,1,0,1.5,-0.536117381,-0.626458555,0,0.5,0,4.772727273,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-6,stuZnhvc86,N,0.333333333,0,8.333333333,-0.574593627,-1.532083826,0.666666667,7.666666667,0,8.535402494,1,2.666666667,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-62,stuZtw1yyx,N,1,0,59,4.696202532,-1.488162473,0,5,0,22.33333333,4,3,1
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-63,stuZbju6cm,N,0.666666667,0.333333333,4.166666667,-0.535942907,-2.154253883,0.333333333,1.666666667,0.5,6.867260062,0.166666667,0.166666667,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-65,stuZe5mjun,N,0.8,0,5.2,-0.264089131,-0.327069093,0.2,3.6,0,4.763921569,1,0.8,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-67,stuZlawq0v,Y,1,0,4,-0.605279017,2.974634811,0,4,0,26,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-68,stuZ4yabys,N,0,0,15,0.397859767,-1.11E-16,1,14,1,15,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-69,stuZchrz7k,N,0,0,7,-0.142451874,1.651771391,1,9,2,7,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-7,stuZ6dkan1,N,0,0,15,-0.039648652,1.365612979,1,2,0,25.33333333,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-73,stuZ75arc5,N,1,0,8,-0.246769347,3.771255449,0,1.5,0,15.32380952,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-75,stuZa66jjy,N,1,0,8.5,0.603208546,-1.501370932,0,1,0,8.551587302,0.5,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-76,stuZcqzzcc,N,0,0,7.25,-0.329572289,-1.193996959,1,13.75,31.5,10.78386231,2.25,3,0.5
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-78,stuZnhvc86,N,0.5,0,7.5,-0.295348325,-0.373259993,0.5,1,8,7.504329004,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-79,stuZ6dkan1,N,0.75,0.25,11.25,-0.483346477,-2.297425598,0.25,2,1,11.32142857,0,0.25,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-8,stuZqof4gv,N,1,0,5.75,-0.329092041,-1.913895954,0,2.5,0,5.182692308,0.25,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-81,stuZ42oy6x,N,1,0,10.5,-0.037548113,-0.171956693,0,0.5,0,9.19047619,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-86,stuZtw1yyx,Y,0,0,5,-0.329096809,4.112726084,1,1,1,34.5,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-9,stuZ42oy6x,N,1,0,16,0.41927015,-1.139455333,0,5,0,10,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-91,stuZlawq0v,N,0,0,16,0.2449805,-0.724946141,1,3,32,10.67241379,1,2,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-92,stuZ4yabys,N,0.5,0,9,-0.140873381,-1.676863916,0.5,13,0,10.19577206,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-93,stuZchrz7k,N,0,1,33,1.871609006,-0.425340963,1,3,4,16.55555556,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_08:40:43-94,stuZf5hc3l,N,0.5,0.5,19,0.520600318,-0.868453328,0.5,1,3,23.11111111,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-11,stuZ6pc8ea,N,0,0,6,-0.5002497,-2.89569161,1,6.25,9.5,7.843137255,3.75,3.25,0.75
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-13,stuZs5hpzl,N,1,0,6.2,-0.189691715,-1.059186443,0,2.8,0,7.588947368,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-14,stuZtp0ofb,N,1,0,24,0.847079038,-2.011504572,0,0,0,20.85714286,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-15,stuZqf7gvd,N,1,0,98,9.271048343,-0.554756863,0,1,0,16.36842105,1,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-26,stuZtlf5qy,N,0.5,0.5,9.5,-0.008333333,1.435760166,0.5,2.5,0.5,9.5,0,0.5,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-29,stuZvizcv6,N,1,0,45,3.497177268,-1.324541774,0,1,0,20.86,1,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-31,stuZwuemo0,N,1,0,20,0,25.19839237,0,0,0,33.3,0,2,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-33,stuZ6pc8ea,N,0.5,0,4.25,-0.277403784,-2.947320802,0.5,1.25,0,4.285606061,0.25,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-35,stuZs5hpzl,N,0.666666667,0.333333333,8.666666667,-0.431978771,-2.470249323,0.333333333,8,0.666666667,10.97222222,1.333333333,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-4,stuZtlf5qy,N,1,0,18,0.499939737,2.192899621,0,0,0,30.25,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-45,stuZld7cnv,N,1,0,13,0.380149811,0.912341304,0,0,0,10.99444444,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-5,stuZsh0xad,N,1,0,3.666666667,-0.58665164,-2.011420249,0,0,0,6.681818182,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-51,stuZvizcv6,N,1,0,24,0.779835391,0.034748609,0,0,0,24.8125,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-53,stuZwuemo0,N,1,0,8,-0.213703881,5.070381295,0,2,0,4.666666667,2,2,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-54,stuZkfw2fn,N,1,0,9.5,0.421791444,-0.624501713,0,0,0,23.52403846,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-55,stuZ6pc8ea,N,1,0,22,0.786671924,-0.823375491,0,7,0,13.5,0,4,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-57,stuZs5hpzl,N,0.333333333,0,7.666666667,-0.317349387,-2.321105862,0.666666667,7,0,12.69401709,2,3,0.666666667
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-61,stuZ7ftk3h,N,0.666666667,0,27.33333333,0.76443837,7.987501089,0.333333333,1,3,16.07376284,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-65,stuZd2qlst,N,1,0,4.6,-0.556826064,-2.130060866,0,5.6,0,5.383636364,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-67,stuZld7cnv,N,0.666666667,0.333333333,3,-0.65865093,-0.982330547,0.333333333,0.666666667,2.666666667,10.89389978,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-69,stuZocjg15,N,0.333333333,0,10.33333333,-0.641350211,-0.663853727,0.666666667,3.666666667,0.666666667,28.16666667,3,1.666666667,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-7,stuZvizcv6,N,1,0,11.66666667,0.091447358,-1.621637207,0,3.333333333,0,9.338774744,0,0.333333333,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-70,stuZtlf5qy,N,1,0,9,-0.288065844,-0.896829708,0,1,0,16.69230769,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-75,stuZwuemo0,N,0,0,89,6.232248716,5.125148202,1,10,15,19,5,4,1
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-79,stuZs5hpzl,N,0.5,0.5,19,-0.09956363,1.107161127,0.5,5.5,4.5,26.08974359,0,3.5,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-8,stuZfmanf0,N,1,0,7,0.241521433,3.169367116,0,3,0,24.34126984,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-83,stuZ7ftk3h,N,1,0,10,0.005306801,-1.278669736,0,2,0,11.02116402,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-87,stuZd2qlst,N,0,1,10,-0.070950027,-0.512005749,1,13,13,15.15625,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-88,stuZ69b5pz,N,0.5,0,10.5,-0.016178266,6.186949924,0.5,0.5,2,15.65833333,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-9,stuZwuemo0,N,0,0,34,0.693548387,14.06785255,1,1,1,34,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-1,stuZ7rnhoz,N,0,0,36,-0.114832536,1.928015511,1,3,2,46,2,2,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-10,stuZcao8a9,N,0,0,5,-0.569317825,0.689770778,1,15,23,13.6122449,3,3,1
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-11,stuZrvh0u3,N,1,0,17,0.430708809,2.796528686,0,0,0,17,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-14,stuZa9ykl0,N,1,0,14,-0.009572797,-0.8934754,0,0.5,0,16.67307692,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-18,stuZetcek4,Y,1,0,6,-0.505870114,4.151230271,0,0,0,7.3,0,2,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-2,stuZy39wrp,N,0.75,0,6,-0.289030129,-1.852579484,0.25,7.25,0.25,5.830729167,0.25,0.75,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-21,stuZ7rnhoz,N,1,0,13,-0.011565683,3.166580553,0,0,0,26.875,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-22,stuZy39wrp,N,0.666666667,0,6.333333333,-0.413115929,-1.843742948,0.333333333,10.33333333,6.333333333,14.13123583,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-24,stuZy9ooyh,N,1,0,19,0.464682941,-0.79497811,0,4,0,13.46666667,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-25,stuZsndnap,N,0.5,0.5,10.5,-0.028720483,-0.980917389,0.5,15,6,15.28735632,0.5,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-26,stuZc0q0x3,N,0,0,28,0.985608373,27.38726412,1,35,30,15.91836735,2,2,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-28,stuZ3ilopc,N,1,0,7.333333333,-0.418499888,-2.936152514,0,0.666666667,0,10.8487395,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-29,stuZlyhw0s,N,1,0,8,-0.285607066,13.51437857,0,3,0,10.37698413,1,2,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-30,stuZcao8a9,N,1,0,3.5,-0.589639044,-2.131832067,0,5.833333333,0,7.266428996,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-33,stuZnt8mrw,N,1,0,10.5,-0.111671813,15.94132654,0,6.5,0,14.19846154,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-36,stuZq83gfs,N,1,0,3,-0.510630073,2.269963392,0,0,0,10.03846154,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-37,stuZq7c6ht,N,0,0,10,-0.081648727,0.106269969,1,9,11.66666667,7.65096447,3,2.333333333,0.333333333
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-38,stuZetcek4,Y,0,0,32,1.055656109,5.22137851,1,7,0,18.16666667,1,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-41,stuZ7rnhoz,Y,0,0,6,-0.497537462,2.510742374,1,2,11,39.68421053,1,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-42,stuZy39wrp,N,0.666666667,0,10.66666667,-0.278167366,-2.64875853,0.333333333,0.333333333,0.333333333,10.45494186,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-45,stuZsndnap,N,1,0,8.5,-0.39177856,2.158516449,0,3.5,0,12.74404762,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-49,stuZlyhw0s,N,1,0,16,0.163977322,0.424164841,0,0,0,11.42307692,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-5,stuZsndnap,N,0.666666667,0.333333333,6.333333333,-0.38712522,-0.658474994,0.333333333,5.333333333,0.666666667,48.77777778,0.333333333,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-50,stuZcao8a9,N,0,1,15,0.351345415,-1.76192546,1,24,16,14.7804878,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-51,stuZrvh0u3,N,0,0,16,1.790315962,6.049624509,1,2,5,7.909090909,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-56,stuZq83gfs,Y,0,0.5,28.5,0.900644335,1.347433086,1,3,4,15.08333333,0.5,3.5,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-57,stuZq7c6ht,Y,1,0,0,-0.85112718,-0.156097269,0,0,0,11.875,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-58,stuZetcek4,N,0,0,36,4.99308642,0.789368948,1,1,10,11.95238095,0,3,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-6,stuZc0q0x3,N,0,0,9.5,0.128720446,2.482624642,1,14.5,23.5,9.901415094,2,3,0.5
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-62,stuZy39wrp,N,1,0,8.5,-0.148340843,-2.594353976,0,10,0,6.310480693,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-71,stuZrvh0u3,N,1,0,11,-0.121190235,1.383904799,0,0,0,30.33333333,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-73,stuZnt8mrw,N,1,0,18,1.324507151,-0.075277988,0,1,0,23.11111111,0,1,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-8,stuZ3ilopc,N,0.75,0,6.5,-0.487820862,-3.051062789,0.25,1,0.25,7.575,0.5,1.75,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-86,stuZc0q0x3,N,0,0,6.25,-0.564840795,-0.689428734,1,18.5,24,7.546806264,2.5,2.25,0.5
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-89,stuZlyhw0s,N,1,0,6.75,-0.288800083,-0.961401574,0,0.25,0,9.09984639,0.25,0.75,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-9,stuZlyhw0s,N,1,0,8.666666667,0.163940271,-1.16985276,0,0,0,10.42424242,0,2.333333333,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-90,stuZcao8a9,N,1,0,16,0.671389565,-0.782115519,0,1,0,8.346320346,0,0,0
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-93,stuZnt8mrw,N,0,0,6.666666667,-0.414351852,6.495779813,1,5,11,13.81763196,3,3.666666667,0.666666667
jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-96,stuZq83gfs,Y,1,0,-1,-1,-0.134717789,0,5,0,21.58333333,0,0,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-12,stuZt7rs3h,N,0,0,29,1.33044164,1.464651839,1,11,9,11,2,3,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-14,stuZkagkh6,N,1,0,11.5,0.150851888,2.536436759,0,5.5,0,7.938538206,0,0,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-17,stuZet5bzv,N,1,0,5.5,-0.427817105,-2.620094329,0,2,0,3.022875817,0,1.5,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-21,stuZm4l2iq,N,1,0,10.5,-0.381308099,2.244383069,0,3.5,0,11.61497326,0,0.5,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-27,stuZc8lpaw,N,0.666666667,0,11.33333333,0.116622107,-1.810130218,0.333333333,10,10,8.571818135,0.333333333,0.333333333,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-28,stuZaqqbve,Y,1,0,42,1.296769151,3.290807533,0,0,0,18.07692308,0,1,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-29,stuZu26cso,N,1,0,3.25,-0.600176441,0.297505136,0,11.25,0,8.329309246,0,1,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-33,stuZt7rs3h,N,0.5,0.5,24.5,1.210964331,1.172090628,0.5,7,3,12.76086957,0.5,1,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-35,stuZkagkh6,N,0.5,0.5,13,0.158701068,-2.025934594,0.5,1,4.5,11.09677419,0,0,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-4,stuZr7514u,Y,0.5,0,11.5,0.03332866,0.161316851,0.5,1.5,0,12.57312253,0,2,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-42,stuZm4l2iq,N,1,0,10,-0.339418986,-2.194365855,0,3,0,9.204861111,0,0,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-48,stuZc8lpaw,N,1,0,6.666666667,-0.137717309,2.056794539,0,0,0,8.264116663,2,1,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-49,stuZaqqbve,N,1,0,22,-0.056042242,-2.079064722,0,7,0,54.8,0,0,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-50,stuZu26cso,N,1,0,8,0.04164576,-0.098499398,0,0,0,9.153846154,0,2,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-56,stuZkagkh6,Y,1,0,12,-0.074485597,-1.693823266,0,1,0,22.83333333,0,1,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-6,stuZc8lpaw,Y,1,0,12,-0.082330213,13.63833962,0,0,0,11.19047619,0,0,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-7,stuZaqqbve,N,1,0,15.5,0.210682902,2.928516468,0,0.5,0,47.46875,0,0,0
jkalka-cog_tutor_ryans_study-ins_h1zaz4-04.04.2011_at_13:41:23-8,stuZu26cso,N,1,0,4.666666667,-0.115158162,-1.04177064,0,0,0,4.325,0,0,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_07:56:53-1,stuZtlf5qy,N,0,0,12,-0.212121212,-2.311856111,1,9,15,7.875,4,2,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_07:56:53-13,stuZ6pc8ea,N,1,0,4.75,-0.394955572,-2.940786062,0,4.5,0,5.029978355,0,0.25,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_07:56:53-19,stuZ69b5pz,N,1,0,11,-0.196569275,-1.022468545,0,0,0,19.65555556,0,0,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_07:56:53-25,stuZocjg15,N,1,0,14,-0.032356532,3.070546859,0,8,0,47.17647059,1,1,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_07:56:53-7,stuZvizcv6,N,1,0,4,-0.543616168,-0.227109754,0,1,0,6.772727273,0,0,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_10:12:15-13,stuZe5mjun,N,1,0,16.2,0.815652449,0.315153018,0,1.6,0,22.57304348,0,0,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_10:12:15-16,stuZtw1yyx,N,1,0,51,0,0.773584906,0,0,0,51,0,4,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_10:12:15-2,stuZ75arc5,N,1,0,4,-0.563168823,0.64506997,0,0,0,7.947368421,0,2,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_10:12:15-21,stuZchrz7k,N,1,0,12,-0.082168134,2.449946303,0,0,0,17.73684211,0,0,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_10:12:15-23,stuZa66jjy,N,1,0,2.666666667,-0.431175591,-1.495366462,0,2,0,3.987037037,0,0,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_10:12:15-28,stuZcqzzcc,N,0,0,18,0.456832361,1.417822828,1,2,5,8.466666667,1,3,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_10:12:15-3,stuZ6dkan1,N,1,0,21,1,-1.90385001,0,0,0,10.25,0,0,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_10:12:15-36,stuZe5mjun,N,1,0,5.75,-0.260127834,0.072571037,0,1.25,0,9.089633941,1,1.25,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_10:12:15-5,stuZcqzzcc,N,0,0,5,-0.522739759,-0.558011252,1,11.66666667,47.66666667,9.336658176,0.333333333,1.666666667,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_10:12:15-9,stuZ42oy6x,N,0.5,0.5,38.5,2.417970746,0.112940737,0.5,1,0.5,38.20833333,0,0,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_12:11:57-1,stuZ7rnhoz,N,0,0,13,0.004925076,8.190284098,1,7,0,23.12903226,2,1,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_12:11:57-11,stuZnt8mrw,Y,0,0,20,2.892057026,28.12499453,1,1,6,29.75,0,2,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_12:11:57-13,stuZq83gfs,N,1,0,11,0.045356371,3.264059192,0,7,0,8.875,0,0,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_12:11:57-15,stuZetcek4,N,0,0.5,20,1.030343008,1.689061774,1,4.5,4.5,16.58695652,2.5,3.5,0.5
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_12:11:57-18,stuZ7rnhoz,N,0,0,56,5.110030395,-0.514251942,1,8,4,17.5,4,0,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_12:11:57-22,stuZc0q0x3,N,1,0,6,0.042553191,1.955625756,0,0,0,6.533333333,0,0,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_12:11:57-30,stuZq83gfs,N,1,0,14,0.339285714,1.728445624,0,0,0,17.07692308,0,2,0
jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_12:11:57-32,stuZetcek4,Y,1,0,5,-0.329096809,4.53065772,0,10,0,16.77777778,0,0,0
